route_id,bus_id,capacity,passengers,time_slot,trip_number,date
Bopal - Shivranjani,GZ01B3517,50,57,10:00,AMTS13939,2026-04-10
Iskcon - Naroda,GZ01B1317,80,106,9:00,AMTS13940,2026-04-10
RTO - Maninagar,GZ01B6640,80,70,15:00,AMTS13941,2026-04-10
RTO - Maninagar,GZ01B5429,80,56,20:00,AMTS13942,2026-04-10
RTO - Maninagar,GZ01B3637,80,105,8:00,AMTS13943,2026-04-10
Zundal - Visat,GZ01B8750,50,28,12:00,AMTS13944,2026-04-10
Zundal - Visat,GZ01B2641,50,67,18:00,AMTS13945,2026-04-10
Bopal - Shivranjani,GZ01B1901,50,44,13:00,AMTS13946,2026-04-10
RTO - Maninagar,GZ01B9574,80,103,8:00,AMTS13947,2026-04-10
Narol - Naroda,GZ01B7543,50,13,20:00,AMTS13948,2026-04-10
Zundal - Visat,GZ01B1938,50,19,7:00,AMTS13949,2026-04-10
Narol - Naroda,GZ01B1544,50,22,10:00,AMTS13950,2026-04-10
RTO - Maninagar,GZ01B6925,80,97,18:00,AMTS13951,2026-04-10
Iskcon - Naroda,GZ01B1186,80,103,10:00,AMTS13952,2026-04-10
Bopal - Shivranjani,GZ01B9243,50,66,18:00,AMTS13953,2026-04-10
Narol - Naroda,GZ01B6704,50,10,13:00,AMTS13954,2026-04-10
Bopal - Shivranjani,GZ01B1399,50,31,20:00,AMTS13955,2026-04-10
Zundal - Visat,GZ01B5600,50,43,15:00,AMTS13956,2026-04-10
Iskcon - Naroda,GZ01B1385,80,57,14:00,AMTS13957,2026-04-10
RTO - Maninagar,GZ01B4183,80,63,6:00,AMTS13958,2026-04-10
RTO - Maninagar,GZ01B9155,80,36,16:00,AMTS13959,2026-04-10
Bopal - Shivranjani,GZ01B2345,50,34,7:00,AMTS13960,2026-04-10
Iskcon - Naroda,GZ01B1622,80,97,8:00,AMTS13961,2026-04-10
Iskcon - Naroda,GZ01B7637,80,68,20:00,AMTS13962,2026-04-10
Iskcon - Naroda,GZ01B4460,80,59,16:00,AMTS13963,2026-04-10
Iskcon - Naroda,GZ01B2987,80,65,12:00,AMTS13964,2026-04-10
Iskcon - Naroda,GZ01B8017,80,104,17:00,AMTS13965,2026-04-10
Zundal - Visat,GZ01B2675,50,56,10:00,AMTS13966,2026-04-10
Iskcon - Naroda,GZ01B4377,80,47,16:00,AMTS13967,2026-04-10
Zundal - Visat,GZ01B4767,50,51,10:00,AMTS13968,2026-04-10
Iskcon - Naroda,GZ01B2253,80,53,6:00,AMTS13969,2026-04-10
Iskcon - Naroda,GZ01B6788,80,33,16:00,AMTS13970,2026-04-10
Iskcon - Naroda,GZ01B4275,80,38,12:00,AMTS13971,2026-04-10
Iskcon - Naroda,GZ01B5759,80,60,6:00,AMTS13972,2026-04-10
Bopal - Shivranjani,GZ01B1710,50,48,10:00,AMTS13973,2026-04-10
Zundal - Visat,GZ01B1373,50,45,6:00,AMTS13974,2026-04-10
Zundal - Visat,GZ01B5057,50,44,9:00,AMTS13975,2026-04-10
Bopal - Shivranjani,GZ01B4774,50,77,9:00,AMTS13976,2026-04-10
Narol - Naroda,GZ01B9687,50,31,17:00,AMTS13977,2026-04-10
RTO - Maninagar,GZ01B1744,80,40,15:00,AMTS13978,2026-04-10
Iskcon - Naroda,GZ01B1812,80,51,7:00,AMTS13979,2026-04-10
Zundal - Visat,GZ01B3887,50,44,21:00,AMTS13980,2026-04-10
RTO - Maninagar,GZ01B5076,80,30,20:00,AMTS13981,2026-04-10
Zundal - Visat,GZ01B7669,50,25,21:00,AMTS13982,2026-04-10
Zundal - Visat,GZ01B7381,50,76,9:00,AMTS13983,2026-04-10
Narol - Naroda,GZ01B6451,50,15,20:00,AMTS13984,2026-04-10
Bopal - Shivranjani,GZ01B5188,50,64,19:00,AMTS13985,2026-04-10
Narol - Naroda,GZ01B4518,50,40,9:00,AMTS13986,2026-04-10
RTO - Maninagar,GZ01B1455,80,36,16:00,AMTS13987,2026-04-10
Zundal - Visat,GZ01B6765,50,37,14:00,AMTS13988,2026-04-10
Zundal - Visat,GZ01B2521,50,79,19:00,AMTS13989,2026-04-10
RTO - Maninagar,GZ01B1323,80,107,19:00,AMTS13990,2026-04-10
Narol - Naroda,GZ01B5840,50,27,9:00,AMTS13991,2026-04-10
Narol - Naroda,GZ01B8471,50,24,9:00,AMTS13992,2026-04-10
RTO - Maninagar,GZ01B1302,80,67,11:00,AMTS13993,2026-04-10
Zundal - Visat,GZ01B9061,50,57,10:00,AMTS13994,2026-04-10
Bopal - Shivranjani,GZ01B4671,50,75,10:00,AMTS13995,2026-04-10
Zundal - Visat,GZ01B8222,50,47,9:00,AMTS13996,2026-04-10
Bopal - Shivranjani,GZ01B2741,50,25,13:00,AMTS13997,2026-04-10
Iskcon - Naroda,GZ01B2657,80,49,20:00,AMTS13998,2026-04-10
Zundal - Visat,GZ01B1554,50,71,17:00,AMTS13999,2026-04-10
Iskcon - Naroda,GZ01B8505,80,62,21:00,AMTS14000,2026-04-10
Bopal - Shivranjani,GZ01B3541,50,27,21:00,AMTS14001,2026-04-10
RTO - Maninagar,GZ01B1260,80,46,11:00,AMTS14002,2026-04-10
Narol - Naroda,GZ01B3521,50,23,9:00,AMTS14003,2026-04-10
RTO - Maninagar,GZ01B9715,80,102,9:00,AMTS14004,2026-04-10
Bopal - Shivranjani,GZ01B7185,50,34,14:00,AMTS14005,2026-04-10
Narol - Naroda,GZ01B7977,50,20,8:00,AMTS14006,2026-04-10
Bopal - Shivranjani,GZ01B1214,50,57,17:00,AMTS14007,2026-04-10
Iskcon - Naroda,GZ01B5333,80,52,20:00,AMTS14008,2026-04-10
RTO - Maninagar,GZ01B9343,80,67,20:00,AMTS14009,2026-04-10
Bopal - Shivranjani,GZ01B7800,50,66,10:00,AMTS14010,2026-04-10
Narol - Naroda,GZ01B4404,50,19,14:00,AMTS14011,2026-04-10
RTO - Maninagar,GZ01B2666,80,98,9:00,AMTS14012,2026-04-10
Zundal - Visat,GZ01B3346,50,66,10:00,AMTS14013,2026-04-10
Narol - Naroda,GZ01B6554,50,17,7:00,AMTS14014,2026-04-10
Zundal - Visat,GZ01B4338,50,41,16:00,AMTS14015,2026-04-10
Zundal - Visat,GZ01B5261,50,33,12:00,AMTS14016,2026-04-10
RTO - Maninagar,GZ01B5272,80,30,20:00,AMTS14017,2026-04-10
Bopal - Shivranjani,GZ01B4325,50,33,7:00,AMTS14018,2026-04-10
Zundal - Visat,GZ01B1041,50,31,12:00,AMTS14019,2026-04-10
Iskcon - Naroda,GZ01B7914,80,108,9:00,AMTS14020,2026-04-10
RTO - Maninagar,GZ01B1213,80,45,11:00,AMTS14021,2026-04-10
Zundal - Visat,GZ01B7093,50,22,20:00,AMTS14022,2026-04-10
Bopal - Shivranjani,GZ01B9316,50,77,17:00,AMTS14023,2026-04-10
Narol - Naroda,GZ01B3281,50,6,20:00,AMTS14024,2026-04-10
Narol - Naroda,GZ01B1711,50,20,21:00,AMTS14025,2026-04-10
RTO - Maninagar,GZ01B4202,80,39,16:00,AMTS14026,2026-04-10
Zundal - Visat,GZ01B3268,50,26,7:00,AMTS14027,2026-04-10
Narol - Naroda,GZ01B9546,50,16,13:00,AMTS14028,2026-04-10
Zundal - Visat,GZ01B8451,50,47,19:00,AMTS14029,2026-04-10
Iskcon - Naroda,GZ01B4842,80,40,15:00,AMTS14030,2026-04-10
Narol - Naroda,GZ01B5967,50,12,16:00,AMTS14031,2026-04-10
Narol - Naroda,GZ01B1125,50,36,19:00,AMTS14032,2026-04-10
Bopal - Shivranjani,GZ01B6151,50,62,19:00,AMTS14033,2026-04-10
Iskcon - Naroda,GZ01B8710,80,99,19:00,AMTS14034,2026-04-10
Zundal - Visat,GZ01B6961,50,44,17:00,AMTS14035,2026-04-10
Iskcon - Naroda,GZ01B1748,80,110,19:00,AMTS14036,2026-04-10
Zundal - Visat,GZ01B7488,50,63,18:00,AMTS14037,2026-04-10
Zundal - Visat,GZ01B1894,50,40,19:00,AMTS14038,2026-04-10
Zundal - Visat,GZ01B1808,50,30,12:00,AMTS14039,2026-04-10
RTO - Maninagar,GZ01B5202,80,51,15:00,AMTS14040,2026-04-10
Narol - Naroda,GZ01B7828,50,20,21:00,AMTS14041,2026-04-10
RTO - Maninagar,GZ01B7147,80,38,11:00,AMTS14042,2026-04-10
RTO - Maninagar,GZ01B1200,80,43,21:00,AMTS14043,2026-04-10
RTO - Maninagar,GZ01B1516,80,49,20:00,AMTS14044,2026-04-10
RTO - Maninagar,GZ01B7916,80,60,7:00,AMTS14045,2026-04-10
Narol - Naroda,GZ01B6575,50,19,6:00,AMTS14046,2026-04-10
Zundal - Visat,GZ01B9127,50,24,12:00,AMTS14047,2026-04-10
Bopal - Shivranjani,GZ01B5450,50,75,19:00,AMTS14048,2026-04-10
Iskcon - Naroda,GZ01B3732,80,45,16:00,AMTS14049,2026-04-10
RTO - Maninagar,GZ01B6691,80,57,14:00,AMTS14050,2026-04-10
Zundal - Visat,GZ01B1811,50,62,8:00,AMTS14051,2026-04-10
Zundal - Visat,GZ01B6010,50,32,13:00,AMTS14052,2026-04-10
Iskcon - Naroda,GZ01B7764,80,105,19:00,AMTS14053,2026-04-10
Iskcon - Naroda,GZ01B9961,80,108,17:00,AMTS14054,2026-04-10
Bopal - Shivranjani,GZ01B9349,50,34,15:00,AMTS14055,2026-04-10
Zundal - Visat,GZ01B5722,50,66,10:00,AMTS14056,2026-04-10
RTO - Maninagar,GZ01B5911,80,47,16:00,AMTS14057,2026-04-10
Bopal - Shivranjani,GZ01B4742,50,72,9:00,AMTS14058,2026-04-10
Iskcon - Naroda,GZ01B6675,80,46,7:00,AMTS14059,2026-04-10
Iskcon - Naroda,GZ01B5938,80,49,6:00,AMTS14060,2026-04-10
RTO - Maninagar,GZ01B6052,80,50,14:00,AMTS14061,2026-04-10
Iskcon - Naroda,GZ01B3733,80,40,20:00,AMTS14062,2026-04-10
Narol - Naroda,GZ01B4081,50,10,15:00,AMTS14063,2026-04-10
Bopal - Shivranjani,GZ01B3221,50,19,20:00,AMTS14064,2026-04-10
Iskcon - Naroda,GZ01B7439,80,100,19:00,AMTS14065,2026-04-10
RTO - Maninagar,GZ01B8315,80,54,12:00,AMTS14066,2026-04-10
RTO - Maninagar,GZ01B1937,80,38,21:00,AMTS14067,2026-04-10
Iskcon - Naroda,GZ01B4484,80,65,16:00,AMTS14068,2026-04-10
Zundal - Visat,GZ01B4744,50,80,10:00,AMTS14069,2026-04-10
RTO - Maninagar,GZ01B8855,80,98,19:00,AMTS14070,2026-04-10
RTO - Maninagar,GZ01B9230,80,94,9:00,AMTS14071,2026-04-10
RTO - Maninagar,GZ01B5340,80,43,13:00,AMTS14072,2026-04-10
Bopal - Shivranjani,GZ01B4602,50,42,8:00,AMTS14073,2026-04-10
Bopal - Shivranjani,GZ01B6826,50,41,12:00,AMTS14074,2026-04-10
Narol - Naroda,GZ01B6389,50,14,15:00,AMTS14075,2026-04-10
RTO - Maninagar,GZ01B9898,80,101,8:00,AMTS14076,2026-04-10
Iskcon - Naroda,GZ01B4392,80,69,15:00,AMTS14077,2026-04-10
Narol - Naroda,GZ01B6356,50,26,17:00,AMTS14078,2026-04-10
Narol - Naroda,GZ01B3151,50,8,7:00,AMTS14079,2026-04-10
Bopal - Shivranjani,GZ01B7042,50,35,20:00,AMTS14080,2026-04-10
Bopal - Shivranjani,GZ01B2889,50,37,15:00,AMTS14081,2026-04-10
RTO - Maninagar,GZ01B7983,80,39,15:00,AMTS14082,2026-04-10
Zundal - Visat,GZ01B9003,50,71,10:00,AMTS14083,2026-04-10
Iskcon - Naroda,GZ01B7989,80,68,14:00,AMTS14084,2026-04-10
RTO - Maninagar,GZ01B9185,80,101,9:00,AMTS14085,2026-04-10
Narol - Naroda,GZ01B8323,50,16,21:00,AMTS14086,2026-04-10
Iskcon - Naroda,GZ01B2400,80,101,19:00,AMTS14087,2026-04-10
Bopal - Shivranjani,GZ01B6380,50,36,12:00,AMTS14088,2026-04-10
Zundal - Visat,GZ01B7626,50,32,6:00,AMTS14089,2026-04-10
Narol - Naroda,GZ01B5271,50,19,12:00,AMTS14090,2026-04-10
Zundal - Visat,GZ01B5858,50,44,6:00,AMTS14091,2026-04-10
Iskcon - Naroda,GZ01B7282,80,65,21:00,AMTS14092,2026-04-10
RTO - Maninagar,GZ01B9987,80,97,9:00,AMTS14093,2026-04-10
RTO - Maninagar,GZ01B6678,80,67,7:00,AMTS14094,2026-04-10
RTO - Maninagar,GZ01B9745,80,45,11:00,AMTS14095,2026-04-10
RTO - Maninagar,GZ01B8169,80,42,21:00,AMTS14096,2026-04-10
Zundal - Visat,GZ01B8867,50,67,19:00,AMTS14097,2026-04-10
Narol - Naroda,GZ01B4093,50,17,16:00,AMTS14098,2026-04-10
Zundal - Visat,GZ01B8645,50,44,13:00,AMTS14099,2026-04-10
Iskcon - Naroda,GZ01B1082,80,38,12:00,AMTS14100,2026-04-10
Bopal - Shivranjani,GZ01B8627,50,36,7:00,AMTS14101,2026-04-10
Narol - Naroda,GZ01B6937,50,20,13:00,AMTS14102,2026-04-10
Narol - Naroda,GZ01B6307,50,38,17:00,AMTS14103,2026-04-10
Narol - Naroda,GZ01B2390,50,39,17:00,AMTS14104,2026-04-10
Zundal - Visat,GZ01B5105,50,16,21:00,AMTS14105,2026-04-10
RTO - Maninagar,GZ01B4982,80,60,14:00,AMTS14106,2026-04-10
Zundal - Visat,GZ01B5935,50,23,21:00,AMTS14107,2026-04-10
Bopal - Shivranjani,GZ01B6217,50,24,20:00,AMTS14108,2026-04-10
Zundal - Visat,GZ01B5090,50,55,8:00,AMTS14109,2026-04-10
Bopal - Shivranjani,GZ01B3050,50,46,18:00,AMTS14110,2026-04-10
Narol - Naroda,GZ01B3631,50,14,20:00,AMTS14111,2026-04-10
Narol - Naroda,GZ01B3418,50,18,7:00,AMTS14112,2026-04-10
Zundal - Visat,GZ01B5813,50,32,14:00,AMTS14113,2026-04-10
Narol - Naroda,GZ01B4204,50,16,13:00,AMTS14114,2026-04-10
Iskcon - Naroda,GZ01B7573,80,94,19:00,AMTS14115,2026-04-10
Bopal - Shivranjani,GZ01B9086,50,40,15:00,AMTS14116,2026-04-10
Narol - Naroda,GZ01B8248,50,29,19:00,AMTS14117,2026-04-10
Iskcon - Naroda,GZ01B9529,80,104,18:00,AMTS14118,2026-04-10
Iskcon - Naroda,GZ01B5762,80,94,8:00,AMTS14119,2026-04-10
Narol - Naroda,GZ01B4043,50,18,12:00,AMTS14120,2026-04-10
Narol - Naroda,GZ01B7131,50,19,12:00,AMTS14121,2026-04-10
Bopal - Shivranjani,GZ01B8660,50,56,17:00,AMTS14122,2026-04-10
Narol - Naroda,GZ01B3886,50,40,8:00,AMTS14123,2026-04-10
Bopal - Shivranjani,GZ01B6630,50,16,6:00,AMTS14124,2026-04-10
Bopal - Shivranjani,GZ01B9855,50,37,13:00,AMTS14125,2026-04-10
RTO - Maninagar,GZ01B8433,80,36,11:00,AMTS14126,2026-04-10
Iskcon - Naroda,GZ01B1038,80,51,16:00,AMTS14127,2026-04-10
Zundal - Visat,GZ01B2079,50,44,6:00,AMTS14128,2026-04-10
Bopal - Shivranjani,GZ01B3947,50,33,14:00,AMTS14129,2026-04-10
Narol - Naroda,GZ01B3511,50,15,20:00,AMTS14130,2026-04-10
Iskcon - Naroda,GZ01B6628,80,63,11:00,AMTS14131,2026-04-10
Zundal - Visat,GZ01B4067,50,19,12:00,AMTS14132,2026-04-10
Iskcon - Naroda,GZ01B1118,80,66,11:00,AMTS14133,2026-04-10
Bopal - Shivranjani,GZ01B8465,50,71,9:00,AMTS14134,2026-04-10
RTO - Maninagar,GZ01B5517,80,103,17:00,AMTS14135,2026-04-10
Narol - Naroda,GZ01B9630,50,11,14:00,AMTS14136,2026-04-10
Narol - Naroda,GZ01B6032,50,18,6:00,AMTS14137,2026-04-10
Iskcon - Naroda,GZ01B6322,80,47,11:00,AMTS14138,2026-04-10
Narol - Naroda,GZ01B4043,50,28,8:00,AMTS14139,2026-04-10
Bopal - Shivranjani,GZ01B2763,50,69,18:00,AMTS14140,2026-04-10
Zundal - Visat,GZ01B7443,50,22,11:00,AMTS14141,2026-04-10
Narol - Naroda,GZ01B8464,50,20,15:00,AMTS14142,2026-04-10
Iskcon - Naroda,GZ01B5964,80,104,18:00,AMTS14143,2026-04-10
RTO - Maninagar,GZ01B4310,80,67,15:00,AMTS14144,2026-04-10
RTO - Maninagar,GZ01B9135,80,102,19:00,AMTS14145,2026-04-10
Bopal - Shivranjani,GZ01B8036,50,39,20:00,AMTS14146,2026-04-10
Narol - Naroda,GZ01B8645,50,13,12:00,AMTS14147,2026-04-10
Bopal - Shivranjani,GZ01B2641,50,57,18:00,AMTS14148,2026-04-10
Narol - Naroda,GZ01B6186,50,8,21:00,AMTS14149,2026-04-10
Zundal - Visat,GZ01B8064,50,34,20:00,AMTS14150,2026-04-10
Narol - Naroda,GZ01B9579,50,23,8:00,AMTS14151,2026-04-10
RTO - Maninagar,GZ01B9716,80,107,18:00,AMTS14152,2026-04-10
RTO - Maninagar,GZ01B8507,80,55,12:00,AMTS14153,2026-04-10
RTO - Maninagar,GZ01B3748,80,105,9:00,AMTS14154,2026-04-10
Bopal - Shivranjani,GZ01B1751,50,36,12:00,AMTS14155,2026-04-10
Narol - Naroda,GZ01B9019,50,10,12:00,AMTS14156,2026-04-10
Zundal - Visat,GZ01B5962,50,44,11:00,AMTS14157,2026-04-10
RTO - Maninagar,GZ01B5239,80,110,9:00,AMTS14158,2026-04-10
Narol - Naroda,GZ01B1045,50,20,20:00,AMTS14159,2026-04-10
RTO - Maninagar,GZ01B2738,80,57,16:00,AMTS14160,2026-04-10
Iskcon - Naroda,GZ01B9013,80,37,13:00,AMTS14161,2026-04-10
Bopal - Shivranjani,GZ01B4105,50,16,13:00,AMTS14162,2026-04-10
Iskcon - Naroda,GZ01B4342,80,40,20:00,AMTS14163,2026-04-10
Bopal - Shivranjani,GZ01B8359,50,33,7:00,AMTS14164,2026-04-10
Iskcon - Naroda,GZ01B5664,80,103,8:00,AMTS14165,2026-04-10
RTO - Maninagar,GZ01B8962,80,103,8:00,AMTS14166,2026-04-10
Zundal - Visat,GZ01B4013,50,20,20:00,AMTS14167,2026-04-10
Bopal - Shivranjani,GZ01B2452,50,29,20:00,AMTS14168,2026-04-10
Narol - Naroda,GZ01B4677,50,30,10:00,AMTS14169,2026-04-10
RTO - Maninagar,GZ01B3851,80,33,20:00,AMTS14170,2026-04-10
Iskcon - Naroda,GZ01B2987,80,56,20:00,AMTS14171,2026-04-10
RTO - Maninagar,GZ01B7154,80,64,7:00,AMTS14172,2026-04-10
Zundal - Visat,GZ01B8377,50,19,6:00,AMTS14173,2026-04-10
Narol - Naroda,GZ01B2355,50,25,18:00,AMTS14174,2026-04-10
RTO - Maninagar,GZ01B4680,80,105,10:00,AMTS14175,2026-04-10
Bopal - Shivranjani,GZ01B9808,50,15,11:00,AMTS14176,2026-04-10
RTO - Maninagar,GZ01B6286,80,63,15:00,AMTS14177,2026-04-10
Iskcon - Naroda,GZ01B4620,80,56,21:00,AMTS14178,2026-04-10
Zundal - Visat,GZ01B2889,50,42,9:00,AMTS14179,2026-04-10
RTO - Maninagar,GZ01B2627,80,109,10:00,AMTS14180,2026-04-10
Narol - Naroda,GZ01B3893,50,14,6:00,AMTS14181,2026-04-10
Iskcon - Naroda,GZ01B7336,80,62,20:00,AMTS14182,2026-04-10
RTO - Maninagar,GZ01B2917,80,96,8:00,AMTS14183,2026-04-10
Iskcon - Naroda,GZ01B6398,80,64,12:00,AMTS14184,2026-04-10
RTO - Maninagar,GZ01B5767,80,104,18:00,AMTS14185,2026-04-10
Narol - Naroda,GZ01B3915,50,12,15:00,AMTS14186,2026-04-10
Bopal - Shivranjani,GZ01B1184,50,15,11:00,AMTS14187,2026-04-10
Narol - Naroda,GZ01B7904,50,23,19:00,AMTS14188,2026-04-10
Zundal - Visat,GZ01B6787,50,27,15:00,AMTS14189,2026-04-10
RTO - Maninagar,GZ01B6515,80,42,7:00,AMTS14190,2026-04-10
Narol - Naroda,GZ01B2161,50,16,13:00,AMTS14191,2026-04-10
RTO - Maninagar,GZ01B8163,80,61,20:00,AMTS14192,2026-04-10
Bopal - Shivranjani,GZ01B7664,50,29,20:00,AMTS14193,2026-04-10
Bopal - Shivranjani,GZ01B3508,50,33,7:00,AMTS14194,2026-04-10
Iskcon - Naroda,GZ01B2731,80,67,13:00,AMTS14195,2026-04-10
Narol - Naroda,GZ01B6807,50,12,16:00,AMTS14196,2026-04-10
Narol - Naroda,GZ01B9565,50,23,19:00,AMTS14197,2026-04-10
Iskcon - Naroda,GZ01B4119,80,51,15:00,AMTS14198,2026-04-10
Zundal - Visat,GZ01B1777,50,34,12:00,AMTS14199,2026-04-10
Iskcon - Naroda,GZ01B1556,80,109,19:00,AMTS14200,2026-04-10
RTO - Maninagar,GZ01B9888,80,33,11:00,AMTS14201,2026-04-10
Bopal - Shivranjani,GZ01B5737,50,22,16:00,AMTS14202,2026-04-10
Narol - Naroda,GZ01B8944,50,19,20:00,AMTS14203,2026-04-10
Iskcon - Naroda,GZ01B5311,80,62,14:00,AMTS14204,2026-04-10
Bopal - Shivranjani,GZ01B6900,50,51,10:00,AMTS14205,2026-04-10
Bopal - Shivranjani,GZ01B8615,50,41,12:00,AMTS14206,2026-04-10
Iskcon - Naroda,GZ01B3461,80,68,20:00,AMTS14207,2026-04-10
RTO - Maninagar,GZ01B1653,80,94,19:00,AMTS14208,2026-04-10
Bopal - Shivranjani,GZ01B3040,50,29,14:00,AMTS14209,2026-04-10
RTO - Maninagar,GZ01B9784,80,107,18:00,AMTS14210,2026-04-10
RTO - Maninagar,GZ01B2795,80,49,6:00,AMTS14211,2026-04-10
Narol - Naroda,GZ01B3467,50,5,13:00,AMTS14212,2026-04-10
Iskcon - Naroda,GZ01B2814,80,41,12:00,AMTS14213,2026-04-10
Bopal - Shivranjani,GZ01B4748,50,52,8:00,AMTS14214,2026-04-10
Bopal - Shivranjani,GZ01B6792,50,56,10:00,AMTS14215,2026-04-10
Zundal - Visat,GZ01B6250,50,43,13:00,AMTS14216,2026-04-10
Iskcon - Naroda,GZ01B7589,80,45,12:00,AMTS14217,2026-04-10
Bopal - Shivranjani,GZ01B5404,50,22,11:00,AMTS14218,2026-04-10
RTO - Maninagar,GZ01B3146,80,31,15:00,AMTS14219,2026-04-10
Zundal - Visat,GZ01B1371,50,20,15:00,AMTS14220,2026-04-10
Narol - Naroda,GZ01B8348,50,32,17:00,AMTS14221,2026-04-10
RTO - Maninagar,GZ01B7227,80,45,20:00,AMTS14222,2026-04-10
Iskcon - Naroda,GZ01B6654,80,107,10:00,AMTS14223,2026-04-10
RTO - Maninagar,GZ01B7963,80,100,19:00,AMTS14224,2026-04-10
Bopal - Shivranjani,GZ01B4700,50,42,17:00,AMTS14225,2026-04-10
Narol - Naroda,GZ01B7148,50,29,19:00,AMTS14226,2026-04-10
Bopal - Shivranjani,GZ01B8401,50,37,7:00,AMTS14227,2026-04-10
Bopal - Shivranjani,GZ01B4394,50,39,16:00,AMTS14228,2026-04-10
Bopal - Shivranjani,GZ01B8273,50,78,18:00,AMTS14229,2026-04-10
Iskcon - Naroda,GZ01B7489,80,107,8:00,AMTS14230,2026-04-10
Iskcon - Naroda,GZ01B7648,80,50,21:00,AMTS14231,2026-04-10
Zundal - Visat,GZ01B2417,50,23,12:00,AMTS14232,2026-04-10
Zundal - Visat,GZ01B5963,50,67,9:00,AMTS14233,2026-04-10
Iskcon - Naroda,GZ01B9844,80,45,7:00,AMTS14234,2026-04-10
RTO - Maninagar,GZ01B4440,80,51,14:00,AMTS14235,2026-04-10
RTO - Maninagar,GZ01B8308,80,41,6:00,AMTS14236,2026-04-10
Bopal - Shivranjani,GZ01B4161,50,24,6:00,AMTS14237,2026-04-10
Iskcon - Naroda,GZ01B5925,80,34,16:00,AMTS14238,2026-04-10
Zundal - Visat,GZ01B2277,50,30,6:00,AMTS14239,2026-04-10
Iskcon - Naroda,GZ01B1845,80,109,10:00,AMTS14240,2026-04-10
Narol - Naroda,GZ01B4549,50,32,8:00,AMTS14241,2026-04-10
Iskcon - Naroda,GZ01B3336,80,30,15:00,AMTS14242,2026-04-10
Iskcon - Naroda,GZ01B5062,80,51,11:00,AMTS14243,2026-04-10
Narol - Naroda,GZ01B9539,50,13,11:00,AMTS14244,2026-04-10
RTO - Maninagar,GZ01B2400,80,52,16:00,AMTS14245,2026-04-10
RTO - Maninagar,GZ01B8528,80,41,7:00,AMTS14246,2026-04-10
Bopal - Shivranjani,GZ01B8709,50,42,15:00,AMTS14247,2026-04-10
Narol - Naroda,GZ01B4851,50,25,19:00,AMTS14248,2026-04-10
Bopal - Shivranjani,GZ01B5148,50,26,12:00,AMTS14249,2026-04-10
Bopal - Shivranjani,GZ01B9738,50,45,15:00,AMTS14250,2026-04-10
Narol - Naroda,GZ01B8909,50,11,20:00,AMTS14251,2026-04-10
Bopal - Shivranjani,GZ01B3081,50,79,17:00,AMTS14252,2026-04-10
Bopal - Shivranjani,GZ01B1261,50,37,12:00,AMTS14253,2026-04-10
Iskcon - Naroda,GZ01B1547,80,105,8:00,AMTS14254,2026-04-10
Bopal - Shivranjani,GZ01B8234,50,34,14:00,AMTS14255,2026-04-10
Zundal - Visat,GZ01B5830,50,28,20:00,AMTS14256,2026-04-10
Iskcon - Naroda,GZ01B2889,80,107,8:00,AMTS14257,2026-04-10
Zundal - Visat,GZ01B8611,50,73,19:00,AMTS14258,2026-04-10
Narol - Naroda,GZ01B7943,50,38,9:00,AMTS14259,2026-04-10
Bopal - Shivranjani,GZ01B8086,50,56,10:00,AMTS14260,2026-04-10
Narol - Naroda,GZ01B3500,50,6,21:00,AMTS14261,2026-04-10
Zundal - Visat,GZ01B1782,50,18,21:00,AMTS14262,2026-04-10
Bopal - Shivranjani,GZ01B9931,50,35,16:00,AMTS14263,2026-04-10
Zundal - Visat,GZ01B1467,50,58,17:00,AMTS14264,2026-04-10
Bopal - Shivranjani,GZ01B6999,50,44,6:00,AMTS14265,2026-04-10
Zundal - Visat,GZ01B7527,50,50,8:00,AMTS14266,2026-04-10
Narol - Naroda,GZ01B5515,50,16,12:00,AMTS14267,2026-04-10
RTO - Maninagar,GZ01B7982,80,43,20:00,AMTS14268,2026-04-10
Narol - Naroda,GZ01B3811,50,12,21:00,AMTS14269,2026-04-10
Bopal - Shivranjani,GZ01B1880,50,35,14:00,AMTS14270,2026-04-10
Zundal - Visat,GZ01B7710,50,64,8:00,AMTS14271,2026-04-10
RTO - Maninagar,GZ01B4675,80,100,8:00,AMTS14272,2026-04-10
RTO - Maninagar,GZ01B8814,80,47,21:00,AMTS14273,2026-04-10
Iskcon - Naroda,GZ01B4539,80,34,21:00,AMTS14274,2026-04-10
Bopal - Shivranjani,GZ01B3176,50,47,10:00,AMTS14275,2026-04-10
RTO - Maninagar,GZ01B2854,80,50,14:00,AMTS14276,2026-04-10
Bopal - Shivranjani,GZ01B4834,50,30,16:00,AMTS14277,2026-04-10
Bopal - Shivranjani,GZ01B4996,50,34,21:00,AMTS14278,2026-04-10
Narol - Naroda,GZ01B5796,50,33,17:00,AMTS14279,2026-04-10
Zundal - Visat,GZ01B7740,50,51,18:00,AMTS14280,2026-04-10
Bopal - Shivranjani,GZ01B9934,50,78,10:00,AMTS14281,2026-04-10
Narol - Naroda,GZ01B2216,50,13,14:00,AMTS14282,2026-04-10
Narol - Naroda,GZ01B5872,50,29,17:00,AMTS14283,2026-04-10
Iskcon - Naroda,GZ01B2880,80,69,21:00,AMTS14284,2026-04-10
Iskcon - Naroda,GZ01B8939,80,38,20:00,AMTS14285,2026-04-10
